Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Application_Date,Loan_Status
L5792,C1396,Auto Loan,935062,10.62,240,2025-05-17,Approved
L5793,C1865,Auto Loan,927468,14.52,240,2026-01-06,Default
L5794,C1105,Education Loan,192508,9.24,240,2025-11-01,Approved
L5795,C1084,Education Loan,818693,10.31,84,2025-12-16,Approved
L5796,C1213,Business Loan,1915328,18.05,240,2025-10-10,Approved
L5797,C1120,Home Loan,3796038,10.68,36,2025-04-29,Approved
L5798,C1131,Auto Loan,878283,10.66,60,2025-08-07,Approved
L5799,C1849,Personal Loan,166062,13.65,24,2025-07-13,Rejected
L5800,C1196,Business Loan,3376511,18.15,180,2024-01-18,Pending
L5801,C1018,Personal Loan,422598,18.3,48,2025-04-22,Approved
L5802,C1641,Personal Loan,672672,13.46,84,2025-05-02,Approved
L5803,C1011,Personal Loan,772979,6.51,84,2026-02-17,Approved
L5804,C1080,Education Loan,801506,17.31,60,2025-03-21,Approved
L5805,C1329,Home Loan,2224241,13.34,12,2024-12-05,Rejected
L5806,C1865,Home Loan,1702810,10.89,120,2025-06-14,Pending
L5807,C1773,Business Loan,2938580,16.45,180,2025-09-03,Approved
L5808,C1391,Business Loan,564814,11.3,12,2024-04-25,Default
L5809,C1636,Personal Loan,348663,6.91,120,2026-05-07,Approved
L5810,C1306,Personal Loan,618800,16.35,48,2024-03-14,Rejected
L5811,C1266,Business Loan,1275315,13.05,84,2026-03-02,Approved
L5812,C1446,Business Loan,2500717,10.56,240,2024-09-25,Approved
L5813,C1440,Home Loan,5180268,9.51,60,2025-09-28,Approved
L5814,C1894,Auto Loan,1798459,13.63,180,2024-04-25,Approved
L5815,C1651,Personal Loan,238279,9.0,60,2025-11-16,Rejected
L5816,C1840,Education Loan,1146094,10.39,24,2025-11-23,Rejected
L5817,C1001,Auto Loan,1495237,14.14,48,2026-01-07,Approved
L5818,C1519,Home Loan,4216502,17.08,24,2025-10-30,Pending
L5819,C1761,Personal Loan,474466,12.89,120,2024-06-12,Approved
L5820,C1650,Business Loan,3706028,15.61,120,2025-08-05,Rejected
L5821,C1635,Auto Loan,1488220,15.66,36,2024-08-09,Approved
L5822,C1308,Personal Loan,782878,14.47,120,2024-05-05,Approved
L5823,C1739,Auto Loan,1322767,9.45,12,2025-10-18,Approved
L5824,C1521,Auto Loan,1201622,16.9,12,2024-06-24,Approved
L5825,C1468,Home Loan,4046319,11.74,240,2025-10-25,Rejected
L5826,C1211,Auto Loan,1752053,7.03,84,2025-11-24,Approved
L5827,C1111,Auto Loan,466152,9.44,60,2025-01-09,Approved
L5828,C1007,Business Loan,3883408,15.69,84,2026-05-08,Approved
L5829,C1803,Personal Loan,419552,7.33,84,2025-05-12,Rejected
L5830,C1476,Personal Loan,312640,8.27,12,2024-03-25,Rejected
L5831,C1873,Personal Loan,411911,14.83,60,2026-05-25,Approved
L5832,C1459,Auto Loan,1246251,17.21,240,2025-01-17,Approved
L5833,C1252,Auto Loan,485356,14.1,48,2025-09-24,Rejected
L5834,C1525,Business Loan,3228811,9.17,36,2025-10-02,Approved
L5835,C1751,Education Loan,1006185,7.14,12,2025-04-07,Approved
L5836,C1437,Home Loan,1968694,13.88,24,2025-03-26,Approved
L5837,C1753,Business Loan,2087282,7.07,36,2025-06-01,Approved
L5838,C1980,Personal Loan,322028,13.85,48,2026-04-25,Approved
L5839,C1853,Business Loan,416481,9.21,120,2025-11-25,Rejected
L5840,C1660,Home Loan,5062563,17.36,84,2025-07-03,Approved
L5841,C1235,Auto Loan,249810,12.2,180,2024-04-25,Rejected
L5842,C1305,Auto Loan,1378502,9.19,240,2025-09-05,Approved
L5843,C1477,Auto Loan,1777625,16.74,84,2024-01-08,Pending
L5844,C1678,Personal Loan,66375,9.55,120,2024-08-05,Approved
L5845,C1019,Home Loan,5937026,10.18,48,2025-12-19,Approved
L5846,C1215,Auto Loan,1410213,16.51,24,2025-08-12,Approved
L5847,C1854,Business Loan,2499806,10.21,240,2026-05-29,Approved
L5848,C1134,Home Loan,5195102,11.42,240,2025-02-07,Approved
L5849,C1904,Business Loan,2530107,10.67,48,2025-07-20,Approved
L5850,C1128,Home Loan,3042019,7.9,36,2024-10-30,Approved
L5851,C1409,Home Loan,2862044,6.97,84,2025-04-11,Default
L5852,C1421,Education Loan,162999,15.19,36,2026-01-09,Default
L5853,C1293,Auto Loan,512051,14.24,12,2024-03-28,Approved
L5854,C1245,Business Loan,2275718,9.89,48,2024-01-10,Default
L5855,C1700,Auto Loan,1056899,10.05,12,2024-11-03,Approved
L5856,C1555,Home Loan,3591004,17.84,24,2025-03-09,Approved
L5857,C1085,Personal Loan,469627,18.35,36,2026-03-12,Approved
L5858,C1555,Home Loan,4097334,12.18,180,2024-06-12,Approved
L5859,C1841,Personal Loan,472397,16.13,48,2024-08-26,Approved
L5860,C1374,Education Loan,465213,15.34,48,2024-11-12,Default
L5861,C1445,Personal Loan,594284,10.07,240,2025-10-17,Approved
L5862,C1377,Personal Loan,777449,7.2,120,2024-11-30,Approved
L5863,C1389,Personal Loan,155682,8.21,24,2024-01-18,Pending
L5864,C1656,Personal Loan,395753,16.56,36,2024-03-11,Approved
L5865,C1050,Personal Loan,559220,15.27,48,2024-06-23,Approved
L5866,C1241,Business Loan,1290170,14.47,48,2026-05-03,Rejected
L5867,C1293,Education Loan,171325,8.07,180,2026-03-10,Approved
L5868,C1919,Education Loan,476570,14.18,84,2026-03-21,Approved
L5869,C1562,Education Loan,1166105,15.77,36,2024-12-04,Approved
L5870,C1265,Personal Loan,627834,16.83,240,2024-09-04,Approved
L5871,C1119,Business Loan,3715814,6.66,180,2024-07-11,Default
L5872,C1711,Personal Loan,461512,14.71,240,2025-02-22,Pending
L5873,C1916,Personal Loan,756376,6.73,60,2024-11-20,Approved
L5874,C1247,Auto Loan,822068,14.98,36,2024-11-01,Approved
L5875,C1069,Personal Loan,312440,14.13,48,2026-02-18,Approved
L5876,C1852,Education Loan,159980,8.28,60,2024-07-22,Default
L5877,C1056,Home Loan,1643214,15.69,240,2026-05-02,Approved
L5878,C1381,Education Loan,265301,7.32,240,2024-05-02,Approved
L5879,C1038,Home Loan,5614974,16.42,36,2025-07-23,Rejected
L5880,C1983,Personal Loan,103444,9.64,120,2026-04-30,Default
L5881,C1800,Education Loan,397180,14.77,84,2025-03-22,Approved
L5882,C1442,Personal Loan,558898,17.58,48,2025-12-13,Approved
L5883,C1017,Home Loan,4205914,10.58,60,2025-05-05,Approved
L5884,C1951,Personal Loan,732527,12.53,24,2025-03-08,Approved
L5885,C1731,Auto Loan,1038099,12.06,120,2025-09-15,Approved
L5886,C1824,Auto Loan,1331913,8.39,48,2024-05-07,Rejected
L5887,C1755,Home Loan,4259340,13.58,24,2025-07-01,Approved
L5888,C1351,Business Loan,3518622,15.42,84,2026-01-15,Approved
L5889,C1971,Business Loan,746300,17.5,24,2026-04-01,Approved
L5890,C1815,Auto Loan,787426,16.71,24,2024-02-16,Approved
L5891,C1297,Auto Loan,1533308,12.62,120,2025-05-19,Approved
L5892,C1282,Personal Loan,460887,15.13,12,2024-04-24,Rejected
L5893,C1585,Auto Loan,1243228,16.11,120,2025-02-19,Approved
L5894,C1109,Personal Loan,133038,12.42,60,2026-02-05,Approved
L5895,C1179,Personal Loan,474861,7.89,12,2024-08-10,Approved
L5896,C1937,Business Loan,1218164,11.76,84,2025-09-27,Approved
L5897,C1543,Auto Loan,569355,16.61,120,2025-05-17,Approved
L5898,C1745,Home Loan,5787658,13.66,12,2025-11-02,Pending
L5899,C1793,Personal Loan,667985,15.19,240,2024-04-05,Approved
L5900,C1024,Auto Loan,1424369,8.72,120,2024-04-16,Rejected
L5901,C1842,Personal Loan,500472,18.07,12,2025-09-23,Approved
L5902,C1790,Personal Loan,250015,11.35,36,2025-09-04,Approved
L5903,C1737,Personal Loan,174338,14.34,60,2025-09-06,Default
L5904,C1056,Home Loan,1876419,6.73,48,2025-11-08,Approved
L5905,C1179,Auto Loan,1206840,8.03,24,2025-11-28,Rejected
L5906,C1231,Personal Loan,415208,15.88,12,2024-02-01,Approved
L5907,C1893,Auto Loan,427997,18.12,48,2025-05-07,Approved
L5908,C1342,Personal Loan,176417,10.34,120,2024-03-06,Rejected
L5909,C1476,Auto Loan,1365161,6.95,48,2024-06-27,Pending
L5910,C1798,Business Loan,2951786,10.83,240,2026-02-17,Pending
L5911,C1575,Auto Loan,419356,6.71,180,2025-03-18,Approved
L5912,C1454,Business Loan,3831024,8.81,180,2025-07-02,Approved
L5913,C1231,Business Loan,3295353,15.53,60,2024-07-19,Rejected
L5914,C1288,Home Loan,2475255,17.75,12,2026-05-19,Rejected
L5915,C1212,Auto Loan,684600,7.55,240,2024-02-18,Approved
L5916,C1257,Business Loan,1795318,13.19,24,2026-02-25,Approved
L5917,C1529,Home Loan,2708151,9.55,84,2025-11-10,Pending
L5918,C1686,Personal Loan,193635,8.17,60,2024-09-19,Approved
L5919,C1928,Business Loan,2574284,9.13,180,2024-05-12,Approved
L5920,C1228,Auto Loan,460609,13.43,36,2026-03-20,Pending
L5921,C1225,Personal Loan,696231,7.28,84,2024-12-09,Approved
L5922,C1595,Home Loan,1569822,11.71,84,2024-06-24,Approved
L5923,C1802,Education Loan,789050,8.12,36,2025-01-25,Rejected
L5924,C1434,Home Loan,5009229,9.77,120,2024-01-11,Approved
L5925,C1881,Auto Loan,1331760,8.79,48,2024-07-19,Rejected
L5926,C1757,Education Loan,299330,17.1,60,2026-03-19,Approved
L5927,C1401,Auto Loan,860715,15.0,240,2024-01-03,Approved
L5928,C1621,Home Loan,5743999,16.92,84,2024-08-01,Approved
L5929,C1765,Education Loan,940903,11.1,48,2026-03-18,Default
L5930,C1087,Auto Loan,494849,10.26,180,2024-11-02,Approved
L5931,C1583,Auto Loan,374981,11.07,240,2025-06-27,Approved
L5932,C1892,Home Loan,3116830,6.72,60,2025-07-13,Approved
L5933,C1541,Home Loan,3025653,15.2,24,2024-11-22,Approved
L5934,C1683,Business Loan,1464937,10.7,84,2026-02-02,Approved
L5935,C1308,Personal Loan,234811,10.26,180,2024-07-17,Approved
L5936,C1905,Personal Loan,257892,13.68,60,2025-08-23,Approved
L5937,C1342,Home Loan,5605865,11.73,12,2024-04-18,Approved
L5938,C1435,Business Loan,3731113,18.27,180,2024-10-17,Rejected
L5939,C1176,Personal Loan,470630,10.78,240,2024-04-17,Rejected
L5940,C1138,Personal Loan,100818,13.87,12,2025-02-11,Approved
L5941,C1193,Personal Loan,201967,10.24,180,2025-07-05,Approved
L5942,C1185,Auto Loan,554451,18.39,24,2024-02-21,Rejected
L5943,C1217,Personal Loan,243481,11.84,48,2024-04-21,Rejected
L5944,C1163,Home Loan,2297116,14.11,24,2024-10-21,Approved
L5945,C1160,Home Loan,5112946,8.02,24,2025-08-02,Pending
L5946,C1942,Business Loan,3773325,15.3,36,2024-07-07,Approved
L5947,C1524,Home Loan,3706273,9.73,180,2026-04-23,Approved
L5948,C1807,Personal Loan,245428,11.88,48,2025-12-21,Approved
L5949,C1600,Home Loan,4694099,17.1,120,2024-03-05,Pending
L5950,C1835,Business Loan,701468,18.15,36,2025-07-27,Approved
L5951,C1041,Auto Loan,1017276,11.59,36,2025-04-09,Rejected
L5952,C1914,Business Loan,395687,16.52,24,2024-09-14,Approved
L5953,C1209,Business Loan,1847334,7.14,84,2025-10-07,Approved
L5954,C1740,Personal Loan,711386,16.67,84,2025-09-25,Approved
L5955,C1861,Auto Loan,490667,14.05,12,2024-11-26,Pending
L5956,C1274,Personal Loan,564513,12.36,120,2025-05-15,Approved
L5957,C1953,Auto Loan,1390130,17.18,48,2025-11-13,Approved
L5958,C1278,Personal Loan,162105,16.64,36,2024-07-28,Approved
L5959,C1250,Personal Loan,688172,10.06,180,2026-03-18,Pending
L5960,C1309,Business Loan,1979832,16.0,24,2024-03-29,Approved
L5961,C1719,Personal Loan,796004,7.69,240,2025-11-09,Approved
L5962,C1832,Business Loan,1742285,16.37,180,2024-01-28,Approved
L5963,C1139,Personal Loan,499410,14.61,180,2024-08-25,Default
L5964,C1791,Personal Loan,656289,7.55,36,2024-12-01,Pending
L5965,C1545,Business Loan,2436919,14.7,48,2024-03-03,Rejected
L5966,C1820,Auto Loan,753838,13.47,24,2026-02-05,Approved
L5967,C1903,Education Loan,195494,13.63,24,2025-07-06,Approved
L5968,C1529,Personal Loan,701712,9.99,48,2025-05-14,Default
L5969,C1056,Home Loan,3797439,9.7,84,2025-06-24,Approved
L5970,C1111,Education Loan,804537,15.65,60,2026-03-01,Approved
L5971,C1004,Auto Loan,1116978,9.58,12,2025-04-13,Approved
L5972,C1409,Home Loan,5711165,11.86,12,2025-08-14,Pending
L5973,C1413,Business Loan,853188,14.84,84,2024-02-20,Approved
L5974,C1181,Auto Loan,214126,7.46,36,2024-04-21,Approved
L5975,C1012,Business Loan,641447,13.63,36,2026-05-22,Pending
L5976,C1338,Auto Loan,416651,13.57,120,2024-10-27,Approved
L5977,C1796,Education Loan,429205,14.71,12,2024-03-30,Approved
L5978,C1258,Personal Loan,542280,10.94,12,2024-08-16,Default
L5979,C1089,Home Loan,4254520,11.89,36,2024-05-29,Default
L5980,C1615,Business Loan,1611775,10.46,180,2026-01-24,Pending
L5981,C1890,Personal Loan,125582,16.2,12,2024-05-17,Rejected
L5982,C1697,Personal Loan,282459,8.07,48,2024-05-14,Approved
L5983,C1249,Personal Loan,655502,18.06,240,2025-04-01,Pending
L5984,C1254,Personal Loan,488092,14.12,48,2025-08-23,Approved
L5985,C1587,Business Loan,1860155,17.14,180,2025-05-08,Pending
L5986,C1897,Business Loan,1047520,11.61,120,2025-06-10,Pending
L5987,C1970,Home Loan,4840114,10.49,36,2024-11-28,Approved
L5988,C1107,Personal Loan,613013,17.31,120,2024-12-27,Pending
L5989,C1667,Auto Loan,598471,7.69,120,2024-06-22,Rejected
L5990,C1593,Auto Loan,668163,7.91,36,2025-08-24,Approved
L5991,C1588,Business Loan,1139812,10.09,24,2024-07-31,Rejected
L5992,C1484,Auto Loan,970008,18.02,240,2024-12-08,Approved
L5993,C1981,Personal Loan,627621,14.1,12,2024-03-01,Approved
L5994,C1971,Home Loan,5298907,13.15,120,2026-05-25,Approved
L5995,C1257,Business Loan,3300102,14.96,48,2026-01-01,Approved
L5996,C1638,Auto Loan,498307,11.51,24,2024-03-01,Pending
L5997,C1996,Auto Loan,1413619,15.6,24,2026-03-29,Default
L5998,C1902,Personal Loan,539987,11.22,180,2025-11-08,Approved
L5999,C1281,Education Loan,1144654,16.42,120,2025-06-07,Approved
L6000,C1985,Education Loan,381620,9.71,120,2024-08-03,Approved
L6001,C1087,Personal Loan,380724,9.83,60,2025-08-11,Default
L6002,C1203,Home Loan,4197559,12.77,180,2026-01-13,Approved
L6003,C1015,Personal Loan,398737,11.67,24,2025-09-15,Rejected
L6004,C1150,Personal Loan,774410,14.28,24,2025-07-31,Default
L6005,C1935,Personal Loan,256598,10.87,60,2025-11-24,Approved
L6006,C1253,Personal Loan,547712,9.27,12,2025-02-26,Pending
L6007,C1187,Auto Loan,1649299,12.14,84,2025-12-16,Pending
L6008,C1328,Personal Loan,513609,13.23,48,2025-02-26,Default
L6009,C1543,Personal Loan,717478,8.21,84,2025-01-05,Approved
L6010,C1782,Business Loan,481601,13.18,120,2024-07-24,Approved
L6011,C1996,Auto Loan,268682,10.33,36,2024-10-12,Pending
L6012,C1396,Auto Loan,1471585,11.21,180,2024-04-14,Approved
L6013,C1516,Home Loan,3344544,9.85,120,2026-01-23,Approved
L6014,C1458,Auto Loan,1495129,17.68,12,2026-01-16,Approved
L6015,C1329,Personal Loan,403857,14.7,84,2025-11-18,Approved
L6016,C1819,Education Loan,759774,9.65,120,2025-12-23,Approved
L6017,C1844,Personal Loan,133030,14.24,48,2025-06-26,Approved
L6018,C1168,Auto Loan,1368936,16.68,24,2026-01-16,Approved
L6019,C1692,Personal Loan,709297,11.32,240,2024-08-29,Approved
L6020,C1365,Education Loan,1104366,16.46,120,2025-05-05,Approved
L6021,C1177,Home Loan,3364878,8.35,12,2025-10-26,Rejected
L6022,C1654,Home Loan,1962936,16.37,180,2025-12-08,Rejected
L6023,C1361,Personal Loan,313894,12.98,36,2025-05-12,Approved
L6024,C1759,Auto Loan,789306,9.18,48,2025-03-10,Approved
L6025,C1638,Business Loan,1342960,11.39,60,2026-02-19,Approved
L6026,C1774,Education Loan,236817,18.36,12,2025-04-28,Approved
L6027,C1039,Personal Loan,242803,15.9,84,2025-03-22,Approved
L6028,C1923,Home Loan,2459848,13.4,84,2025-01-18,Approved
L6029,C1415,Business Loan,2242991,7.88,24,2025-05-24,Approved
L6030,C1354,Home Loan,3712035,11.51,84,2024-06-18,Rejected
L6031,C1254,Auto Loan,555887,9.66,180,2026-05-18,Approved
L6032,C1142,Business Loan,1157906,7.35,84,2024-11-18,Pending
L6033,C1751,Business Loan,2065472,13.01,48,2026-04-27,Approved
L6034,C1739,Home Loan,5794142,17.17,48,2025-04-18,Default
L6035,C1852,Home Loan,4096581,14.61,240,2024-08-19,Approved
L6036,C1709,Personal Loan,238489,9.5,84,2025-11-26,Approved
L6037,C1576,Auto Loan,1102479,13.38,180,2024-12-24,Approved
L6038,C1899,Personal Loan,592613,17.82,180,2024-10-01,Approved
L6039,C1010,Personal Loan,249756,15.17,120,2024-02-01,Approved
L6040,C1619,Home Loan,2775516,14.77,36,2024-06-25,Approved
L6041,C1025,Personal Loan,67669,18.12,12,2024-03-05,Rejected
L6042,C1956,Auto Loan,1113817,16.09,60,2025-12-10,Approved
L6043,C1420,Auto Loan,534154,8.14,24,2024-01-27,Rejected
L6044,C1662,Home Loan,5202140,10.67,24,2025-10-24,Approved
L6045,C1220,Home Loan,5127219,18.08,120,2026-03-25,Pending
L6046,C1852,Business Loan,496681,12.38,36,2025-04-23,Approved
L6047,C1495,Personal Loan,625100,7.84,180,2024-09-24,Approved
L6048,C1236,Education Loan,902491,12.0,240,2025-08-19,Approved
L6049,C1236,Business Loan,1696989,14.86,180,2024-03-06,Approved
L6050,C1218,Home Loan,1577150,18.47,84,2024-05-12,Approved
L6051,C1486,Auto Loan,1420416,10.39,60,2024-12-31,Approved
L6052,C1935,Business Loan,2422547,12.67,36,2024-03-22,Rejected
L6053,C1460,Personal Loan,332346,17.06,36,2026-06-11,Pending
L6054,C1662,Home Loan,3827929,10.76,120,2026-04-10,Approved
L6055,C1634,Home Loan,1571469,7.81,60,2024-11-23,Default
L6056,C1143,Personal Loan,778408,17.89,84,2024-04-07,Default
L6057,C1989,Education Loan,324839,12.36,84,2025-08-07,Pending
L6058,C1188,Business Loan,1568458,12.53,240,2024-11-22,Approved
L6059,C1254,Education Loan,874456,13.95,12,2025-06-25,Approved
L6060,C1067,Personal Loan,577169,6.54,180,2024-05-04,Approved
L6061,C1615,Personal Loan,686148,17.67,60,2024-07-28,Rejected
L6062,C1335,Auto Loan,1071217,10.84,84,2026-02-22,Approved
L6063,C1670,Personal Loan,508253,11.26,84,2025-12-25,Approved
L6064,C1820,Auto Loan,366415,8.59,12,2024-05-12,Approved
L6065,C1873,Home Loan,5465770,11.04,36,2025-05-17,Approved
L6066,C1408,Auto Loan,1388304,16.15,84,2024-06-05,Rejected
L6067,C1299,Auto Loan,1516461,16.1,240,2025-07-12,Approved
L6068,C1907,Home Loan,947733,17.73,84,2026-05-18,Rejected
L6069,C1601,Personal Loan,344977,11.34,84,2026-05-24,Rejected
L6070,C1356,Personal Loan,676854,15.0,12,2025-01-16,Approved
L6071,C1255,Home Loan,1919816,12.59,240,2024-01-22,Approved
L6072,C1352,Auto Loan,831186,16.15,48,2025-08-17,Rejected
L6073,C1731,Education Loan,1074645,15.05,24,2025-02-22,Approved
L6074,C1520,Education Loan,309304,10.91,12,2025-04-16,Approved
L6075,C1523,Business Loan,655734,10.54,36,2024-08-21,Approved
L6076,C1836,Personal Loan,130522,9.53,36,2025-07-25,Approved
L6077,C1949,Personal Loan,423798,13.42,60,2025-03-29,Approved
L6078,C1755,Personal Loan,719800,18.07,12,2025-11-30,Approved
L6079,C1693,Education Loan,219107,8.9,120,2025-07-23,Approved
L6080,C1283,Home Loan,1201176,7.64,12,2026-02-09,Approved
L6081,C1311,Education Loan,1171038,7.93,48,2024-06-10,Pending
L6082,C1098,Home Loan,1843423,15.9,84,2024-10-27,Approved
L6083,C1196,Business Loan,2152829,10.7,12,2024-11-01,Pending
L6084,C1481,Business Loan,2817626,9.19,120,2024-01-02,Approved
L6085,C1877,Personal Loan,142889,10.73,120,2024-09-27,Rejected
L6086,C1225,Home Loan,5083256,14.24,36,2025-02-24,Approved
L6087,C1844,Auto Loan,917884,13.06,48,2024-05-22,Rejected
L6088,C1614,Personal Loan,465331,15.42,84,2025-11-30,Approved
L6089,C1617,Home Loan,5898802,10.57,120,2026-05-13,Rejected
L6090,C1364,Auto Loan,901793,11.92,48,2026-05-02,Approved
L6091,C1367,Personal Loan,271576,7.72,240,2026-01-05,Approved
L6092,C1569,Auto Loan,1205771,7.38,240,2026-05-28,Approved
L6093,C1589,Auto Loan,943681,12.05,240,2025-11-22,Pending
L6094,C1074,Personal Loan,548149,10.12,84,2025-06-18,Rejected
L6095,C1041,Home Loan,1665796,13.85,24,2026-05-16,Approved
L6096,C1421,Personal Loan,352788,7.02,24,2024-02-06,Rejected
L6097,C1835,Auto Loan,524787,7.96,48,2024-04-16,Rejected
L6098,C1180,Personal Loan,325455,16.88,240,2024-10-23,Default
L6099,C1544,Business Loan,3437877,13.3,36,2026-01-10,Pending
L6100,C1070,Home Loan,5248388,15.04,84,2026-04-04,Rejected
L6101,C1567,Personal Loan,179466,16.6,24,2024-04-06,Approved
L6102,C1104,Home Loan,2911740,12.07,12,2024-10-07,Rejected
L6103,C1199,Home Loan,4781576,15.63,60,2024-04-19,Approved
L6104,C1100,Home Loan,4107657,12.8,180,2025-07-02,Default
L6105,C1767,Auto Loan,1794575,9.17,24,2025-07-05,Approved
L6106,C1306,Home Loan,5654761,10.55,240,2025-08-19,Approved
L6107,C1585,Personal Loan,733753,12.38,180,2026-03-24,Approved
L6108,C1682,Personal Loan,396418,10.3,36,2024-07-06,Rejected
L6109,C1376,Auto Loan,519753,10.53,12,2026-01-21,Default
L6110,C1654,Auto Loan,1746557,10.55,48,2026-05-19,Approved
L6111,C1677,Home Loan,3885689,7.97,180,2025-05-02,Rejected
L6112,C1398,Education Loan,874597,7.52,36,2024-12-19,Rejected
L6113,C1772,Home Loan,5049790,7.06,24,2024-01-19,Rejected
L6114,C1220,Education Loan,834647,7.83,120,2026-05-08,Approved
L6115,C1594,Personal Loan,79882,10.62,48,2025-01-27,Pending
L6116,C1181,Personal Loan,628366,13.63,84,2026-04-16,Approved
L6117,C1306,Business Loan,3242318,8.76,60,2024-09-17,Rejected
L6118,C1521,Home Loan,2087256,17.16,24,2025-02-13,Approved
L6119,C1395,Education Loan,274898,16.2,24,2025-02-06,Approved
L6120,C1003,Personal Loan,400129,12.75,240,2025-10-31,Pending
L6121,C1862,Auto Loan,506172,15.19,24,2025-04-28,Approved
L6122,C1913,Business Loan,2317411,10.9,180,2024-10-30,Approved
L6123,C1847,Personal Loan,562871,6.94,180,2025-09-15,Rejected
L6124,C1999,Business Loan,923226,17.35,12,2025-10-17,Approved
L6125,C1803,Auto Loan,842607,8.03,12,2026-02-06,Approved
L6126,C1280,Auto Loan,756831,17.88,48,2024-01-18,Approved
L6127,C1214,Home Loan,1448567,13.36,24,2024-07-02,Approved
L6128,C1971,Business Loan,2426514,10.17,12,2025-02-08,Approved
L6129,C1609,Personal Loan,470531,12.45,240,2026-03-09,Approved
L6130,C1419,Personal Loan,208818,12.52,36,2026-06-15,Pending
L6131,C1100,Business Loan,703273,6.78,12,2024-05-10,Approved
L6132,C1962,Education Loan,929347,10.77,24,2025-04-23,Approved
L6133,C1520,Personal Loan,739517,15.38,180,2026-03-03,Approved
L6134,C1572,Home Loan,1173519,12.62,60,2026-01-26,Approved
L6135,C1308,Home Loan,5837528,9.43,120,2024-01-08,Rejected
L6136,C1657,Home Loan,3842398,10.52,84,2025-12-05,Rejected
L6137,C1938,Personal Loan,278208,16.86,12,2024-11-13,Approved
L6138,C1930,Auto Loan,1237904,12.81,84,2025-01-25,Approved
L6139,C1509,Personal Loan,441342,12.84,120,2025-06-02,Approved
L6140,C1062,Education Loan,196950,18.04,48,2024-05-15,Rejected
L6141,C1632,Education Loan,274942,10.35,180,2025-06-14,Approved
L6142,C1225,Home Loan,4010557,12.25,180,2025-10-12,Approved
L6143,C1104,Personal Loan,584876,16.24,120,2025-01-01,Approved
L6144,C1973,Personal Loan,546195,15.61,24,2025-05-03,Rejected
L6145,C1771,Home Loan,2843419,9.69,84,2025-11-19,Pending
L6146,C1860,Auto Loan,1551441,8.31,84,2024-01-11,Default
L6147,C1424,Home Loan,1072743,14.91,120,2025-07-06,Approved
L6148,C1254,Auto Loan,534738,9.59,84,2025-03-21,Approved
L6149,C1428,Home Loan,5727094,17.57,24,2024-04-23,Approved
L6150,C1433,Personal Loan,708299,8.05,180,2025-11-22,Rejected
L6151,C1206,Personal Loan,302856,10.32,48,2025-12-06,Default
L6152,C1027,Personal Loan,334293,7.16,240,2024-07-14,Approved
L6153,C1681,Personal Loan,771927,14.94,180,2026-05-09,Approved
L6154,C1335,Home Loan,4087008,17.2,36,2026-01-06,Approved
L6155,C1587,Business Loan,497170,14.13,36,2026-04-22,Approved
L6156,C1627,Education Loan,1169527,17.75,180,2024-11-18,Approved
L6157,C1068,Personal Loan,229992,8.04,24,2026-02-11,Approved
L6158,C1865,Personal Loan,621054,7.55,240,2025-05-26,Approved
L6159,C1745,Personal Loan,209423,16.56,48,2025-09-19,Approved
L6160,C1512,Personal Loan,527432,16.77,84,2025-10-23,Rejected
L6161,C1166,Home Loan,3508562,16.47,36,2025-09-21,Approved
L6162,C1863,Home Loan,5790044,16.09,36,2024-06-13,Approved
L6163,C1729,Personal Loan,518361,10.85,36,2024-09-08,Approved
L6164,C1784,Personal Loan,133211,9.11,24,2026-02-17,Pending
L6165,C1367,Personal Loan,471280,17.65,180,2024-02-13,Rejected
L6166,C1250,Personal Loan,497095,10.18,240,2025-04-14,Approved
L6167,C1858,Auto Loan,1375110,11.28,180,2025-05-03,Approved
L6168,C1855,Personal Loan,583008,14.89,36,2024-06-29,Approved
L6169,C1930,Home Loan,3285500,10.02,120,2024-03-17,Rejected
L6170,C1685,Auto Loan,1684732,16.33,24,2025-01-08,Rejected
L6171,C1169,Business Loan,3001433,7.34,48,2025-09-19,Pending
L6172,C1757,Business Loan,1285979,15.99,84,2024-03-07,Approved
L6173,C1934,Education Loan,409257,13.72,60,2025-06-08,Default
L6174,C1089,Personal Loan,481419,13.38,240,2024-04-01,Default
L6175,C1560,Auto Loan,1798769,12.0,48,2026-01-27,Pending
L6176,C1445,Education Loan,304580,9.82,60,2026-02-17,Approved
L6177,C1293,Personal Loan,624673,12.07,48,2025-10-12,Approved
L6178,C1918,Home Loan,1879229,11.9,180,2026-05-02,Approved
L6179,C1149,Business Loan,1440441,13.51,180,2024-08-31,Approved
L6180,C1131,Home Loan,4423664,9.88,36,2024-12-06,Approved
L6181,C1432,Personal Loan,700101,7.43,12,2026-02-23,Rejected
L6182,C1058,Personal Loan,195871,8.24,84,2024-10-30,Approved
L6183,C1968,Home Loan,2387916,14.89,24,2025-02-01,Pending
L6184,C1835,Personal Loan,187116,6.77,24,2025-12-03,Approved
L6185,C1198,Auto Loan,350943,16.78,36,2025-03-23,Approved
L6186,C1214,Auto Loan,420375,14.83,180,2024-04-06,Rejected
L6187,C1897,Personal Loan,555935,15.72,36,2024-11-26,Approved
L6188,C1560,Business Loan,2286314,16.53,120,2024-07-23,Approved
